ProgramCode,FromGrade,ToGrade,GroupState,IsNonAnnual,Days,TravelType,DepartureDate,ReturnDate,DepositDate,SpecialPay,Tuition,FRPActive,FRPCancelled,FRPTakeuppercent,EarlyRPL,LatestRPL,CancelledPax,TotalDiscountPax,InitialSystemDate,PovertyCode,Region,CRMSegment,SchoolType,ParentMeetingFlag,MDRLowGrade,MDRHighGrade,TotalSchoolEnrollment,IncomeLevel,EZPayTakeUpRate,SchoolSponsor,SPRProductType,SPRNewExisting,FPP,TotalPax,SPRGroupRevenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPPtoSchoolenrollment,FPPtoPAX,NumofNonFPPPAX,SchoolSizeIndicator,RetainedLabel
HD,8,8,Other,1,4,A,4/7/11,4/10/11,10/15/10,FIXED_NA,1470,13,3,0.929,3/24/10,8/17/10,5,3,3/24/10,C,Other,10,PUBLIC,1,6,8,475,Other,0.143,0,East Coast,EXISTING,14,17,1470,1,9/15/10,9/15/10,204,204,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.029473684,0.823529412,3,S-M,Churned
HD,8,8,CO,0,4,A,4/7/11,4/10/11,10/29/10,FIXED_NA,1425,71,6,0.725,5/6/10,8/26/10,7,8,1/28/10,B,Other,5,PUBLIC,1,6,8,837,O,0.337,0,East Coast,EXISTING,98,106,1425,2,8/31/10,9/15/10,219,204,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.117084827,0.924528302,8,L,Retained
HVP,8,8,Other,0,3,B,4/7/11,4/11/11,11/30/10,FIXED_NA,429,33,0,0.579,1/1/10,10/8/10,0,5,10/9/10,B,Other,5,PUBLIC,0,7,8,460,J,0.07,0,East Coast,NEW,57,62,429,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.123913043,0.919354839,5,S-M,Churned
HS,4,5,CA,0,1,A,4/8/11,4/8/11,11/19/10,FIXED_NA,415,5,0,0.455,6/1/10,6/1/10,0,1,5/29/10,FIXED_NA,Southern California,11,Catholic,1,PK,8,164,K,0.364,0,CA History,NEW,11,12,415,1,9/22/10,9/22/10,198,198,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,0,0.067073171,0.916666667,1,S,Churned
HS,4,4,CA,0,1,A,4/8/11,4/8/11,11/1/10,CP,400,31,6,0.374,1/1/10,9/9/10,9,3,5/18/10,C,Southern California,4,PUBLIC,0,K,5,520,Q,0.096,1,CA History,EXISTING,83,86,400,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,April,K,Elementary,K->Elementary,H,1,0.159615385,0.965116279,3,S-M,Retained
HS,4,4,CA,0,1,A,4/8/11,4/8/11,11/30/10,FIXED_NA,425,3,3,0.429,1/1/10,9/13/10,3,1,6/12/10,B,Southern California,4,PUBLIC,1,K,6,741,N,0,1,CA History,EXISTING,7,8,425,1,9/23/10,9/23/10,197,197,Elementary,Elementary,Elementary->Elementary,April,K,Middle,K->Middle,H,1,0.009446694,0.875,1,M-L,Retained
HS,4,4,CA,0,1,A,4/8/11,4/8/11,10/13/10,FIXED_NA,429,16,1,0.4,1/1/10,9/10/10,1,2,9/9/10,B,Southern California,4,PUBLIC,0,K,6,730,N,0.1,1,CA History,EXISTING,40,42,429,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,April,K,Middle,K->Middle,H,1,0.054794521,0.952380952,2,M-L,Churned
HS,4,4,CA,0,1,A,4/8/11,4/8/11,11/12/10,FIXED_NA,470,4,0,0.333,1/1/10,9/16/10,0,1,9/11/10,FIXED_NA,Southern California,11,Private non-Christian,1,PK,8,105,P,0.167,0,CA History,NEW,12,13,470,1,9/28/10,9/28/10,192,192,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,1,0.114285714,0.923076923,1,S,Retained
HS,4,4,CA,0,2,A,4/8/11,4/9/11,10/30/10,CP,607,14,11,0.583,5/10/10,9/24/10,23,2,5/6/10,C,Southern California,4,PUBLIC,0,Other,5,450,H,0.042,1,CA History,EXISTING,24,26,607,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,April,Elementary,Elementary,Other,H,1,0.053333333,0.923076923,2,S-M,Retained
HD,7,8,Other,1,3,A,4/8/11,4/10/11,10/25/10,FIXED_NA,1095,40,2,0.625,2/15/10,8/24/10,5,5,2/14/10,B,Other,10,PUBLIC,1,5,8,250,I,0.141,0,East Coast,EXISTING,64,69,1095,2,3/30/10,9/22/10,374,198,Middle,Middle,Middle->Middle,April,Elementary,Middle,Elementary->Middle,H,0,0.256,0.927536232,5,S,Churned
HVP,6,8,Other,0,3,B,4/8/11,4/10/11,12/21/10,SA,516,0,0,0,1/1/10,9/30/10,4,2,9/30/10,C,Other,2,PUBLIC,1,PK,8,429,Other,0,0,East Coast,NEW,31,33,516,1,11/2/10,11/2/10,157,157,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.072261072,0.939393939,2,S-M,Churned
HD,5,5,Other,0,5,B,4/8/11,4/12/11,9/24/10,FIXED_NA,843,24,10,0.923,3/4/10,8/13/10,12,2,3/3/10,B,Other,4,PUBLIC,1,K,5,649,O,0.192,0,East Coast,EXISTING,26,28,843,2,4/13/10,8/31/10,360,220,Elementary,Elementary,Elementary->Elementary,April,K,Elementary,K->Elementary,H,1,0.040061633,0.928571429,2,M-L,Retained
HD,8,8,IL,0,5,B,4/8/11,4/12/11,6/1/10,SA,695,0,0,0,5/7/10,5/7/10,1,3,5/8/10,FIXED_NA,Other,10,Catholic,1,PK,8,268,I,0,0,East Coast,EXISTING,32,35,695,1,5/10/10,5/10/10,333,333,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.119402985,0.914285714,3,S,Retained
HD,5,5,Other,0,3,B,4/8/11,4/12/11,10/15/10,FIXED_NA,827,20,4,0.714,2/16/10,8/26/10,4,2,2/14/10,B,Other,4,PUBLIC,1,PK,5,902,K,0.179,0,East Coast,EXISTING,28,30,827,1,9/9/10,9/9/10,211,211,Elementary,Elementary,Elementary->Elementary,April,PK,Elementary,Other,H,1,0.031042129,0.933333333,2,L,Retained
HD,8,8,CA,0,4,A,4/8/11,4/12/11,10/15/10,FIXED_NA,2130,9,2,0.818,4/9/10,8/26/10,2,1,4/10/10,FIXED_NA,Northern California,5,CHD,1,PK,8,270,P,0.182,0,East Coast,NEW,11,12,2130,2,5/11/10,9/28/10,332,192,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.040740741,0.916666667,1,S,Retained
HD,5,5,Other,0,5,B,4/8/11,4/12/11,10/15/10,FIXED_NA,715,17,0,0.395,3/18/10,8/26/10,0,6,3/17/10,B,Other,4,PUBLIC,1,K,5,556,L,0.186,0,East Coast,EXISTING,43,49,715,2,4/6/10,9/9/10,367,211,Elementary,Elementary,Elementary->Elementary,April,K,Elementary,K->Elementary,H,1,0.077338129,0.87755102,6,S-M,Retained
HD,5,5,Other,0,4,B,4/8/11,4/12/11,6/1/10,FIXED_NA,781,36,7,0.419,2/18/10,2/18/10,11,8,2/2/10,B,Other,4,PUBLIC,1,PK,5,753,O,0.151,0,East Coast,EXISTING,86,94,781,2,4/29/10,9/7/10,344,213,Elementary,Elementary,Elementary->Elementary,April,PK,Elementary,Other,H,1,0.114209827,0.914893617,8,M-L,Retained
HD,8,8,CA,0,5,A,4/8/11,4/13/11,6/1/10,FIXED_NA,2049,27,11,0.6,4/29/10,9/3/10,13,5,4/7/10,B,Southern California,5,PUBLIC,1,6,8,1018,N,0.267,0,East Coast,EXISTING,45,50,2049,2,5/17/10,10/12/10,326,178,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.044204322,0.9,5,L,Churned
HD,8,8,CA,0,5,A,4/8/11,4/13/11,10/15/10,FIXED_NA,1994,16,3,0.667,3/3/10,8/10/10,2,2,3/2/10,B,Northern California,5,PUBLIC,1,K,8,834,Q,0.125,0,East Coast,EXISTING,24,26,1994,1,9/14/10,9/14/10,206,206,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.028776978,0.923076923,2,L,Retained
CD,8,8,CA,0,7,A,4/8/11,4/14/11,10/20/10,FIXED_NA,2217,45,11,0.865,1/28/10,9/22/10,11,7,1/26/10,FIXED_NA,Southern California,5,CHD,1,K,12,850,P,0.135,1,East Coast,EXISTING,52,59,2217,1,9/1/10,9/1/10,219,219,Middle,Middle,Middle->Middle,April,K,High,K->High,C,1,0.061176471,0.881355932,7,L,Retained
HD,8,8,CA,0,8,A,4/8/11,4/16/11,10/29/10,FIXED_NA,2199,13,6,0.722,5/4/10,9/9/10,6,2,5/5/10,A,Northern California,5,PUBLIC,1,6,8,592,O,0.278,0,East Coast,EXISTING,18,20,2199,1,9/30/10,9/30/10,190,190,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.030405405,0.9,2,M-L,Retained
HD,8,8,CA,0,8,A,4/8/11,4/16/11,10/29/10,FIXED_NA,2199,48,2,0.533,5/4/10,8/31/10,5,6,4/22/10,Other,Northern California,5,PUBLIC,1,6,8,868,O,0.156,0,East Coast,EXISTING,90,96,2199,1,10/14/10,10/14/10,176,176,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.103686636,0.9375,6,L,Retained
HS,4,4,CA,1,1,A,4/9/11,4/9/11,11/30/10,FIXED_NA,409,6,0,0.316,5/25/10,9/2/10,2,1,5/14/10,B,Southern California,4,PUBLIC,0,K,5,803,N,0.316,0,CA History,EXISTING,19,20,409,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,April,K,Elementary,K->Elementary,H,1,0.02366127,0.95,1,M-L,Churned
HS,4,4,CA,1,1,A,4/9/11,4/9/11,11/30/10,FIXED_NA,408,9,3,0.409,4/1/10,9/3/10,2,1,3/30/10,B,Southern California,4,PUBLIC,1,K,5,562,N,0.136,0,CA History,NEW,22,23,408,2,6/1/10,9/28/10,312,193,Elementary,Elementary,Elementary->Elementary,April,K,Elementary,K->Elementary,H,1,0.039145907,0.956521739,1,S-M,Churned
HS,4,4,CA,0,2,A,4/9/11,4/10/11,12/17/10,FR,558,3,1,0.086,1/1/10,9/1/10,5,2,5/13/10,B,Southern California,4,PUBLIC,0,PK,5,335,Q,0.143,1,CA History,EXISTING,35,37,558,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,April,PK,Elementary,Other,H,1,0.104477612,0.945945946,2,S,Retained
HD,8,8,OH,0,3,A,4/9/11,4/11/11,11/12/10,FIXED_NA,1054,58,13,0.617,2/18/10,8/27/10,15,7,2/18/10,B,Other,5,PUBLIC,1,7,8,1538,K,0.277,0,East Coast,EXISTING,94,101,1054,2,5/5/10,9/14/10,339,207,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.061118336,0.930693069,7,L,Retained
HD,7,8,TX,0,4,A,4/9/11,4/12/11,10/1/10,FIXED_NA,1631,6,4,0.857,1/1/10,9/1/10,5,1,8/25/10,C,Houston,10,PUBLIC,1,6,8,275,Other,0.143,0,East Coast,EXISTING,7,8,1631,1,9/14/10,9/14/10,207,207,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.025454545,0.875,1,S,Churned
HN,8,8,CA,0,5,A,4/9/11,4/13/11,10/22/10,FIXED_NA,2078,19,7,0.475,4/9/10,8/23/10,8,2,4/8/10,B,Southern California,5,PUBLIC,1,6,8,1015,K,0.225,0,East Coast,EXISTING,40,42,2078,2,5/20/10,9/16/10,324,205,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.039408867,0.952380952,2,L,Retained
HD,8,8,Other,0,4,A,4/9/11,4/13/11,11/17/10,FIXED_NA,1819,6,0,0.75,1/1/10,10/7/10,0,1,10/7/10,FIXED_NA,Other,7,CHD,1,FIXED_NA,0,0,FIXED_NA,0,0,East Coast,NEW,8,9,1819,1,10/20/10,10/20/10,171,171,Middle,Middle,Middle->Middle,April,Undefined,Undefined,Undefined->Undefined,H,1,0,0.888888889,1,FIXED_NA,Churned
HD,8,8,CA,0,5,A,4/9/11,4/13/11,10/15/10,FIXED_NA,2136,67,10,0.753,3/3/10,8/20/10,11,11,2/25/10,B,Northern California,5,PUBLIC,1,6,8,1000,Q,0.191,0,East Coast,EXISTING,89,100,2136,1,9/28/10,9/28/10,193,193,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.089,0.89,11,L,Retained
HD,8,8,CA,0,5,A,4/9/11,4/13/11,11/19/10,FIXED_NA,2246,31,10,0.646,3/10/10,8/27/10,11,5,2/27/10,A,Northern California,5,PUBLIC,1,7,8,535,Q,0.271,0,East Coast,EXISTING,48,53,2246,1,9/28/10,9/28/10,193,193,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.089719626,0.905660377,5,S-M,Retained
HD,8,8,CA,0,5,A,4/9/11,4/13/11,11/19/10,FIXED_NA,1792,15,1,0.405,4/1/10,8/12/10,2,3,3/20/10,B,Northern California,5,PUBLIC,1,6,8,175,Q,0.216,0,East Coast,EXISTING,37,40,1792,2,8/31/10,10/6/10,221,185,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.211428571,0.925,3,S,Retained
HD,8,8,CA,0,5,A,4/9/11,4/13/11,10/19/10,FIXED_NA,1960,66,6,0.555,3/15/10,8/26/10,4,7,3/10/10,A,Northern California,5,PUBLIC,1,7,8,469,Q,0.16,0,East Coast,EXISTING,119,126,1960,1,9/1/10,9/1/10,220,220,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.253731343,0.944444444,7,S-M,Retained
HN,9,12,Other,1,5,A,4/9/11,4/13/11,10/8/10,FIXED_NA,2620,15,7,0.833,3/25/10,9/7/10,8,2,3/24/10,B,Other,5,PUBLIC,1,9,12,1300,O,0.222,0,East Coast,NEW,18,20,2620,2,5/27/10,9/16/10,317,205,High,High,High->High,April,High,High,High->High,H,0,0.013846154,0.9,2,L,Churned
CD,8,8,TX,0,5,A,4/9/11,4/13/11,9/30/10,FR,1825,3,1,1,2/8/10,8/11/10,1,1,1/26/10,FIXED_NA,Houston,1,CHD,1,PK,8,150,O,0.333,0,East Coast,EXISTING,3,4,1825,2,8/31/10,9/13/10,221,208,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,C,1,0.02,0.75,1,S,Retained
HD,8,8,CA,0,6,A,4/9/11,4/14/11,10/31/10,FIXED_NA,2192,23,5,0.548,2/26/10,8/31/10,5,4,2/27/10,A,Northern California,5,PUBLIC,1,5,8,540,P,0.357,0,East Coast,EXISTING,42,46,2192,2,5/19/10,9/16/10,325,205,Middle,Middle,Middle->Middle,April,Elementary,Middle,Elementary->Middle,H,1,0.077777778,0.913043478,4,S-M,Retained
HD,8,8,TX,0,6,A,4/9/11,4/14/11,10/15/10,FR,2210,13,0,0.765,2/12/10,9/3/10,0,2,2/12/10,FIXED_NA,Houston,10,CHD,1,PK,8,277,Other,0.059,1,East Coast,EXISTING,17,19,2210,1,9/2/10,9/2/10,219,219,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.061371841,0.894736842,2,S,Retained
HD,8,8,TX,0,6,A,4/9/11,4/14/11,10/8/10,FIXED_NA,1945,22,1,0.733,1/25/10,8/17/10,1,5,1/21/10,FIXED_NA,Houston,5,CHD,1,PK,8,426,Q,0.133,0,East Coast,EXISTING,30,35,1945,2,1/26/10,8/18/10,438,234,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.070422535,0.857142857,5,S-M,Retained
HC,8,8,CA,0,6,A,4/9/11,4/14/11,10/15/10,FIXED_NA,2549,10,1,0.588,3/2/10,8/25/10,2,2,2/27/10,FIXED_NA,Southern California,5,CHD,1,K,8,0,O,0.059,0,East Coast,EXISTING,17,19,2549,1,9/28/10,9/28/10,193,193,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0,0.894736842,2,FIXED_NA,Retained
CD,7,8,CA,1,6,A,4/9/11,4/14/11,10/15/10,FIXED_NA,2075,17,3,0.63,2/22/10,8/19/10,5,3,2/23/10,FIXED_NA,Northern California,10,CHD,1,PK,12,350,K,0.037,1,East Coast,EXISTING,27,30,2075,1,8/26/10,8/26/10,226,226,Middle,Middle,Middle->Middle,April,PK,High,PK->High,C,0,0.077142857,0.9,3,S-M,Retained
CD,0,0,CA,0,6,A,4/9/11,4/14/11,11/30/10,FIXED_NA,1400,28,6,0.394,1/1/10,11/10/10,6,9,11/11/10,FIXED_NA,Southern California,5,CHD,1,PK,10,1000,Q,0,0,East Coast,NEW,71,80,1400,1,11/17/10,11/17/10,143,143,Undefined,Undefined,Undefined->Undefined,April,PK,High,PK->High,C,0,0.071,0.8875,9,L,Retained
HD,8,8,CA,0,6,A,4/9/11,4/15/11,10/1/10,FIXED_NA,2129,41,0,0.683,4/29/10,4/29/10,0,5,4/20/10,FIXED_NA,Northern California,5,Private non-Christian,0,6,12,414,Q,0.15,0,East Coast,EXISTING,60,65,2129,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,H,1,0.144927536,0.923076923,5,S-M,Churned
HD,8,8,CA,0,6,A,4/9/11,4/15/11,11/3/10,FIXED_NA,2399,31,1,0.721,4/5/10,8/25/10,1,5,4/2/10,FIXED_NA,Southern California,5,Private non-Christian,1,K,8,400,Q,0.14,0,East Coast,EXISTING,43,48,2399,1,9/21/10,9/21/10,200,200,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.1075,0.895833333,5,S-M,Retained
HD,0,0,CA,0,7,A,4/9/11,4/15/11,10/1/10,FIXED_NA,2108,6,3,0.462,6/4/10,8/31/10,3,1,6/5/10,B,Southern California,5,PUBLIC,1,K,8,520,O,0.077,0,East Coast,NEW,13,14,2108,1,9/29/10,9/29/10,192,192,Undefined,Undefined,Undefined->Undefined,April,K,Middle,K->Middle,H,0,0.025,0.928571429,1,S-M,Churned
HD,8,8,CA,0,7,A,4/9/11,4/15/11,10/31/10,FIXED_NA,2108,17,2,0.447,4/13/10,9/1/10,3,2,4/13/10,B,Southern California,5,PUBLIC,1,K,8,1054,O,0.211,0,East Coast,EXISTING,38,40,2108,1,9/14/10,9/14/10,207,207,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.036053131,0.95,2,L,Retained
HC,8,8,CA,0,7,A,4/9/11,4/15/11,10/15/10,FR,2490,20,1,0.645,3/15/10,8/25/10,4,2,3/12/10,B,Northern California,5,PUBLIC,1,6,8,1209,Q,0.065,0,East Coast,EXISTING,31,33,2490,1,9/6/10,9/6/10,215,215,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.025641026,0.939393939,2,L,Retained
HD,8,8,CA,0,7,A,4/9/11,4/15/11,11/1/10,FIXED_NA,2326,14,2,0.778,2/26/10,8/16/10,2,2,2/27/10,FIXED_NA,Northern California,1,Private non-Christian,1,K,8,211,O,0.222,0,East Coast,EXISTING,18,20,2326,1,8/19/10,8/19/10,233,233,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.085308057,0.9,2,S,Retained
HD,8,8,CA,0,8,A,4/9/11,4/16/11,10/20/10,FIXED_NA,2359,14,1,0.412,1/1/10,9/24/10,1,4,4/24/10,FIXED_NA,Northern California,5,Private non-Christian,0,PK,8,378,Q,0.265,1,East Coast,EXISTING,34,38,2359,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.08994709,0.894736842,4,S-M,Retained
HD,7,7,IL,0,9,B,4/9/11,4/17/11,10/8/10,FIXED_NA,1569,28,5,0.622,5/14/10,9/3/10,6,3,5/14/10,A,Other,5,PUBLIC,1,7,8,770,P,0.356,0,East Coast,EXISTING,45,48,1569,1,9/7/10,9/7/10,214,214,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.058441558,0.9375,3,M-L,Retained
HN,8,8,CA,0,4,A,4/10/11,4/13/11,10/22/10,FIXED_NA,2641,3,4,0.429,3/18/10,8/20/10,4,1,3/17/10,A,Northern California,5,PUBLIC,1,6,8,1050,Q,0.143,0,East Coast,EXISTING,7,8,2641,2,5/20/10,9/14/10,325,208,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.006666667,0.875,1,L,Retained
HD,8,8,MI,0,5,B,4/10/11,4/14/11,10/15/10,FIXED_NA,872,7,2,0.07,3/5/10,9/14/10,4,8,1/28/10,Other,Other,10,PUBLIC,1,6,12,680,C,0.09,0,East Coast,EXISTING,100,108,872,1,9/21/10,9/21/10,201,201,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,H,1,0.147058824,0.925925926,8,M-L,Retained
HD,8,9,CA,0,5,A,4/10/11,4/14/11,10/1/10,FIXED_NA,1966,9,4,0.6,3/5/10,10/5/10,4,1,3/4/10,C,Southern California,10,PUBLIC,1,K,8,1149,M,0.2,0,East Coast,NEW,15,16,1966,2,4/20/10,9/15/10,355,207,Middle,High,Middle->High,April,K,Middle,K->Middle,H,0,0.01305483,0.9375,1,L,Retained
HC,8,8,CO,0,5,A,4/10/11,4/14/11,10/15/10,FIXED_NA,1593,40,4,0.8,3/10/10,8/20/10,4,6,3/10/10,B,Other,5,PUBLIC,1,6,8,637,P,0.34,0,East Coast,EXISTING,50,56,1593,1,9/2/10,9/2/10,220,220,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.078492936,0.892857143,6,M-L,Retained
CD,8,8,WA,0,6,A,4/10/11,4/15/11,10/15/10,FIXED_NA,2048,12,1,0.857,3/19/10,9/10/10,1,1,3/19/10,FIXED_NA,Pacific Northwest,5,CHD,1,PK,12,350,F,0.214,1,East Coast,EXISTING,14,15,2048,1,9/22/10,9/22/10,200,200,Middle,Middle,Middle->Middle,April,PK,High,PK->High,C,1,0.04,0.933333333,1,S-M,Retained
HD,5,5,CA,0,6,A,4/10/11,4/15/11,11/1/10,FIXED_NA,2216,17,0,0.68,4/26/10,8/30/10,0,2,4/24/10,A,Northern California,5,PUBLIC,1,K,8,360,Other,0.04,0,East Coast,EXISTING,25,27,2216,1,5/17/10,5/17/10,328,328,Elementary,Elementary,Elementary->Elementary,April,K,Middle,K->Middle,H,1,0.069444444,0.925925926,2,S-M,Retained
HD,8,8,CA,0,6,A,4/10/11,4/15/11,10/29/10,FIXED_NA,2129,13,2,0.482,4/29/10,9/10/10,4,3,4/29/10,B,Southern California,5,PUBLIC,1,K,8,950,O,0.074,0,East Coast,EXISTING,27,30,2129,1,9/30/10,9/30/10,192,192,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.028421053,0.9,3,L,Retained
HD,8,8,CA,1,5,A,4/10/11,4/15/11,10/15/10,FIXED_NA,1829,13,2,0.52,2/25/10,8/24/10,2,1,2/25/10,FIXED_NA,Northern California,10,Catholic,1,K,8,170,J,0.16,0,East Coast,EXISTING,25,26,1829,1,9/1/10,9/1/10,221,221,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.147058824,0.961538462,1,S,Churned
CD,7,8,CA,1,6,A,4/10/11,4/15/11,10/1/10,FIXED_NA,1999,21,5,0.7,2/22/10,8/24/10,5,3,2/20/10,FIXED_NA,Northern California,5,CHD,1,PK,12,280,O,0.267,1,East Coast,EXISTING,30,33,1999,1,9/10/10,9/10/10,212,212,Middle,Middle,Middle->Middle,April,PK,High,PK->High,C,0,0.107142857,0.909090909,3,S,Churned
CD,8,8,CA,0,6,A,4/10/11,4/15/11,9/25/10,FIXED_NA,2144,4,1,0.5,4/16/10,8/24/10,1,1,4/15/10,FIXED_NA,Northern California,10,CHD,1,K,6,165,L,0.125,1,East Coast,EXISTING,8,9,2144,1,8/30/10,8/30/10,223,223,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,C,1,0.048484848,0.888888889,1,S,Churned
CD,8,8,CA,0,6,A,4/10/11,4/15/11,10/3/10,FIXED_NA,1899,12,4,0.414,4/16/10,6/21/10,6,3,4/7/10,FIXED_NA,Southern California,10,CHD,1,K,8,145,J,0.172,1,East Coast,EXISTING,29,32,1899,1,9/14/10,9/14/10,208,208,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,C,1,0.2,0.90625,3,S,Retained
HD,8,8,CA,0,6,A,4/10/11,4/15/11,6/1/10,FIXED_NA,2218,26,0,0.619,2/11/10,2/11/10,0,4,2/10/10,FIXED_NA,Northern California,5,Catholic,1,PK,12,565,M,0.143,0,East Coast,EXISTING,42,46,2218,1,3/17/10,3/17/10,389,389,Middle,Middle,Middle->Middle,April,PK,High,PK->High,H,1,0.074336283,0.913043478,4,S-M,Retained
HD,8,8,CA,0,6,A,4/10/11,4/15/11,10/15/10,FIXED_NA,2567,5,1,0.313,5/7/10,8/25/10,1,2,5/7/10,FIXED_NA,Northern California,10,Catholic,0,K,8,162,O,0,0,East Coast,EXISTING,16,18,2567,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.098765432,0.888888889,2,S,Retained
HD,7,8,CA,0,5,A,4/10/11,4/15/11,11/10/10,FIXED_NA,1999,6,2,0.6,1/1/10,8/30/10,4,1,8/26/10,FIXED_NA,Southern California,5,Catholic,1,Other,8,280,G,0.1,0,East Coast,NEW,10,11,1999,1,9/14/10,9/14/10,208,208,Middle,Middle,Middle->Middle,April,Elementary,Middle,Elementary->Middle,H,0,0.035714286,0.909090909,1,S,Retained
CD,7,8,CA,1,7,A,4/10/11,4/16/11,10/10/10,CP,2248,28,2,0.903,8/30/10,8/30/10,3,2,9/3/09,FIXED_NA,Southern California,10,CHD,1,PK,8,220,G,0.194,1,East Coast,EXISTING,31,33,2248,1,9/16/10,9/16/10,206,206,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,C,0,0.140909091,0.939393939,2,S,Churned
Other,8,8,CA,0,6,A,4/10/11,4/16/11,6/1/10,FIXED_NA,2299,9,1,0.346,4/28/10,4/28/10,2,1,4/7/10,FIXED_NA,Southern California,10,CHD,1,K,12,205,O,0.115,0,East Coast,EXISTING,26,27,2299,2,5/17/10,9/14/10,328,208,Middle,Middle,Middle->Middle,April,K,High,K->High,C,1,0.126829268,0.962962963,1,S,Retained
CD,8,8,OH,0,6,B,4/10/11,4/16/11,11/5/10,FIXED_NA,962,38,2,0.633,2/3/10,8/4/10,2,3,2/2/10,FIXED_NA,Other,10,CHD,1,7,12,652,K,0.383,0,East Coast,EXISTING,60,63,962,2,4/9/10,8/31/10,366,222,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,C,1,0.09202454,0.952380952,3,M-L,Retained
HS,4,4,CA,0,1,A,4/11/11,4/11/11,11/30/10,CP,406,15,4,0.625,5/12/10,9/13/10,4,1,5/13/10,FIXED_NA,Southern California,4,CHD,0,PK,6,299,P,0.042,1,CA History,EXISTING,24,25,406,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,1,0.080267559,0.96,1,S,Retained
