ProgramCode,FromGrade,ToGrade,GroupState,IsNonAnnual,Days,TravelType,DepartureDate,ReturnDate,DepositDate,SpecialPay,Tuition,FRPActive,FRPCancelled,FRPTakeuppercent,EarlyRPL,LatestRPL,CancelledPax,TotalDiscountPax,InitialSystemDate,PovertyCode,Region,CRMSegment,SchoolType,ParentMeetingFlag,MDRLowGrade,MDRHighGrade,TotalSchoolEnrollment,IncomeLevel,EZPayTakeUpRate,SchoolSponsor,SPRProductType,SPRNewExisting,FPP,TotalPax,SPRGroupRevenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPPtoSchoolenrollment,FPPtoPAX,NumofNonFPPPAX,SchoolSizeIndicator,RetainedLabel
HD,8,8,CO,0,4,A,3/26/11,3/29/11,10/22/10,FIXED_NA,1556,26,2,0.765,2/18/10,8/11/10,3,4,2/18/10,B,Other,5,PUBLIC,1,6,8,808,Q,0.353,0,East Coast,EXISTING,34,38,1556,2,4/22/10,9/21/10,338,186,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.042079208,0.894736842,4,M-L,Retained
HC,8,8,MN,0,5,A,3/26/11,3/30/11,10/15/10,FR,1938,73,15,0.399,3/30/10,9/3/10,26,22,3/11/10,B,Other,5,PUBLIC,1,6,8,900,M,0.322,0,East Coast,EXISTING,183,205,1938,2,4/19/10,9/16/10,341,191,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.203333333,0.892682927,22,L,Retained
HD,7,9,WA,1,5,A,3/26/11,3/30/11,10/26/10,FR,2022,23,18,0.59,2/17/10,9/14/10,25,4,2/18/10,B,Pacific Northwest,5,PUBLIC,1,7,9,730,M,0.128,0,East Coast,NEW,39,43,2022,2,4/15/10,10/5/10,345,172,Middle,High,Middle->High,March,Middle,High,Middle->High,H,0,0.053424658,0.906976744,4,M-L,Churned
HD,8,8,CA,0,5,A,3/26/11,3/30/11,10/15/10,FIXED_NA,2099,7,7,0.438,3/24/10,8/23/10,8,2,3/17/10,B,Southern California,5,PUBLIC,1,6,8,992,H,0.25,0,East Coast,EXISTING,16,18,2099,1,9/1/10,9/1/10,206,206,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.016129032,0.888888889,2,L,Retained
HD,7,9,WA,0,5,A,3/26/11,3/30/11,10/25/10,FIXED_NA,1929,11,9,0.647,3/26/10,8/31/10,16,2,3/24/10,C,Pacific Northwest,5,PUBLIC,0,5,11,406,K,0.059,0,East Coast,NEW,17,19,1929,0,1/1/10,1/1/10,0,0,Middle,High,Middle->High,March,Elementary,High,Other,H,0,0.041871921,0.894736842,2,S-M,Churned
HD,7,8,CO,1,5,A,3/26/11,3/30/11,11/19/10,FIXED_NA,1974,5,3,0.556,1/1/10,9/16/10,2,1,9/15/10,B,Other,10,PUBLIC,1,6,8,450,J,0.222,0,East Coast,NEW,9,10,1974,1,9/28/10,9/28/10,179,179,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.02,0.9,1,S-M,Churned
HD,4,6,CA,0,6,A,3/26/11,4/1/11,11/19/10,FIXED_NA,2299,13,2,0.929,4/22/10,9/1/10,2,3,4/22/10,B,Southern California,4,PUBLIC,1,K,6,528,M,0.071,0,East Coast,EXISTING,14,17,2299,2,5/11/10,9/28/10,319,179,Elementary,Middle,Elementary->Middle,March,K,Middle,K->Middle,H,0,0.026515152,0.823529412,3,S-M,Retained
HD,4,5,CA,0,7,A,3/26/11,4/1/11,10/31/10,FIXED_NA,2299,15,0,0.79,4/15/10,8/31/10,0,2,4/16/10,B,Southern California,4,PUBLIC,1,K,6,772,M,0.211,0,East Coast,EXISTING,19,21,2299,2,4/27/10,9/21/10,333,186,Elementary,Elementary,Elementary->Elementary,March,K,Middle,K->Middle,H,0,0.024611399,0.904761905,2,M-L,Retained
HD,8,12,FL,0,5,A,3/27/11,3/31/11,10/1/10,FIXED_NA,1588,11,8,0.647,5/7/10,8/13/10,14,2,5/7/10,C,Other,10,PUBLIC,1,6,8,240,F,0.294,0,East Coast,EXISTING,17,19,1588,2,5/21/10,9/3/10,310,205,Middle,High,Middle->High,March,Middle,Middle,Middle->Middle,H,0,0.070833333,0.894736842,2,S,Retained
HD,5,7,WA,0,5,A,3/27/11,3/31/11,10/29/10,FIXED_NA,2028,19,0,0.864,3/8/10,8/11/10,0,2,3/6/10,A,Pacific Northwest,4,PUBLIC,1,K,6,645,Q,0.273,0,East Coast,NEW,22,24,2028,1,9/30/10,9/30/10,178,178,Elementary,Middle,Elementary->Middle,March,K,Middle,K->Middle,H,0,0.034108527,0.916666667,2,M-L,Retained
HC,8,8,CA,0,5,A,3/27/11,4/1/11,10/28/10,FIXED_NA,2010,33,20,0.611,1/28/10,9/16/10,21,6,1/28/10,B,Southern California,5,PUBLIC,1,7,8,779,P,0.296,0,East Coast,EXISTING,54,60,2010,2,2/25/10,9/28/10,395,180,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.069319641,0.9,6,M-L,Retained
CD,8,8,Other,0,5,B,3/28/11,4/1/11,10/1/10,FIXED_NA,828,15,2,0.306,4/14/10,8/9/10,4,5,4/14/10,FIXED_NA,Other,10,CHD,1,PK,12,806,O,0.265,0,East Coast,EXISTING,49,54,828,1,9/30/10,9/30/10,179,179,Middle,Middle,Middle->Middle,March,PK,High,PK->High,C,1,0.060794045,0.907407407,5,M-L,Retained
Other,6,8,WA,0,5,A,3/28/11,4/1/11,11/30/10,FIXED_NA,1926,9,2,0.6,2/18/10,8/27/10,3,1,2/18/10,B,Pacific Northwest,6,PUBLIC,1,5,6,850,M,0.133,0,Science,EXISTING,15,16,1926,1,9/21/10,9/21/10,188,188,Middle,Middle,Middle->Middle,March,Elementary,Middle,Elementary->Middle,S,0,0.017647059,0.9375,1,L,Retained
HC,11,12,Other,0,5,A,3/28/11,4/1/11,10/31/10,FIXED_NA,2049,8,2,0.364,2/3/10,8/24/10,2,2,2/4/10,B,Other,10,PUBLIC,1,6,12,149,I,0.773,0,East Coast,NEW,22,24,2049,1,9/8/10,9/8/10,201,201,High,High,High->High,March,Middle,High,Middle->High,H,0,0.147651007,0.916666667,2,S,Churned
HC,11,11,WA,0,5,A,3/30/11,4/3/11,10/1/10,FIXED_NA,2224,4,3,0.667,1/1/10,9/1/10,4,1,8/28/10,B,Pacific Northwest,8,PUBLIC,1,9,12,1602,H,0.167,0,East Coast,NEW,6,7,2224,1,9/16/10,9/16/10,195,195,High,High,High->High,March,High,High,High->High,H,1,0.003745318,0.857142857,1,L,Churned
HN,7,8,FL,0,3,A,3/31/11,4/2/11,11/8/10,FIXED_NA,1615,10,3,0.714,5/24/10,8/25/10,5,2,5/22/10,B,Other,10,PUBLIC,1,6,8,881,L,0,0,East Coast,NEW,14,16,1615,2,6/1/10,9/7/10,303,205,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.015891033,0.875,2,L,Churned
HD,8,8,CA,0,5,A,4/1/11,4/6/11,11/19/10,FIXED_NA,2139,43,8,0.717,3/10/10,8/20/10,10,5,2/27/10,B,Southern California,5,PUBLIC,1,7,8,1250,Q,0.15,0,East Coast,EXISTING,60,65,2139,1,9/14/10,9/14/10,199,199,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.048,0.923076923,5,L,Retained
HC,7,8,WA,0,5,A,4/1/11,4/6/11,11/19/10,FIXED_NA,2296,8,1,0.381,4/29/10,9/1/10,2,1,4/29/10,B,Pacific Northwest,5,PUBLIC,0,6,7,650,O,0.048,0,East Coast,EXISTING,21,22,2296,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.032307692,0.954545455,1,M-L,Retained
HC,8,8,CA,0,6,A,4/1/11,4/6/11,10/8/10,FR,2349,32,7,0.478,4/21/10,8/23/10,9,7,1/21/10,B,Southern California,5,PUBLIC,1,6,8,1381,P,0.119,0,East Coast,EXISTING,67,74,2349,1,9/8/10,9/8/10,205,205,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.048515568,0.905405405,7,L,Retained
HD,8,9,CA,0,6,A,4/1/11,4/7/11,6/1/10,FIXED_NA,2010,32,8,0.64,3/1/10,3/1/10,10,3,3/2/10,B,Southern California,5,PUBLIC,1,7,12,1121,P,0.48,0,East Coast,EXISTING,50,53,2010,1,9/22/10,9/22/10,191,191,Middle,High,Middle->High,April,Middle,High,Middle->High,H,0,0.044603033,0.943396226,3,L,Retained
HD,7,8,WA,1,5,A,4/2/11,4/6/11,10/13/10,FIXED_NA,1995,16,2,0.696,4/15/10,9/28/10,5,1,4/14/10,B,Pacific Northwest,5,PUBLIC,1,7,8,750,O,0.304,0,East Coast,NEW,23,24,1995,1,9/29/10,9/29/10,185,185,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.030666667,0.958333333,1,M-L,Churned
HD,7,8,WA,0,5,A,4/2/11,4/6/11,10/15/10,FIXED_NA,2022,11,1,0.579,3/4/10,8/9/10,1,1,3/5/10,A,Pacific Northwest,5,PUBLIC,1,6,8,500,P,0.105,0,East Coast,NEW,19,20,2022,1,9/28/10,9/28/10,186,186,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.038,0.95,1,S-M,Churned
HD,7,8,WA,0,5,A,4/2/11,4/6/11,10/29/10,FIXED_NA,1990,9,0,0.45,3/16/10,9/1/10,2,3,3/16/10,B,Pacific Northwest,5,PUBLIC,1,7,8,701,P,0.1,0,East Coast,EXISTING,20,23,1990,2,5/20/10,9/29/10,317,185,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.02853067,0.869565217,3,M-L,Churned
HC,8,8,WA,0,5,A,4/2/11,4/6/11,10/30/10,FR,2406,6,1,0.75,3/30/10,9/24/10,2,3,3/9/10,C,Pacific Northwest,5,PUBLIC,1,6,8,607,G,0.5,0,East Coast,EXISTING,8,11,2406,1,10/18/10,10/18/10,166,166,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.013179572,0.727272727,3,M-L,Churned
HD,6,8,WA,1,5,A,4/2/11,4/6/11,10/15/10,FIXED_NA,2066,7,2,0.583,1/27/10,8/30/10,3,1,1/27/10,A,Pacific Northwest,5,PUBLIC,1,6,8,465,N,0.333,0,East Coast,EXISTING,12,13,2066,2,3/4/10,9/29/10,394,185,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.025806452,0.923076923,1,S-M,Churned
HD,6,8,WA,1,5,A,4/2/11,4/6/11,10/1/10,FIXED_NA,2178,2,0,0.5,3/3/10,8/25/10,1,1,3/3/10,B,Pacific Northwest,5,PUBLIC,0,K,8,190,J,0,0,East Coast,NEW,4,5,2178,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.021052632,0.8,1,S,Churned
HD,8,8,CA,0,5,A,4/2/11,4/6/11,10/22/10,FIXED_NA,1999,11,7,0.611,1/1/10,9/3/10,8,2,9/1/10,B,Northern California,5,PUBLIC,1,6,8,647,O,0.167,0,East Coast,NEW,18,20,1999,1,9/30/10,9/30/10,184,184,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.027820711,0.9,2,M-L,Retained
HD,8,8,Other,1,4,B,4/3/11,4/7/11,10/14/10,FIXED_NA,820,11,4,0.647,2/18/10,8/19/10,7,3,1/28/10,B,Other,10,PUBLIC,1,6,8,855,K,0,0,East Coast,EXISTING,17,20,820,1,9/22/10,9/22/10,193,193,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.019883041,0.85,3,L,Churned
HD,7,8,WA,0,5,A,4/3/11,4/7/11,11/15/10,FIXED_NA,2094,10,1,0.345,5/14/10,9/3/10,1,4,5/15/10,A,Pacific Northwest,5,PUBLIC,1,7,8,803,O,0.172,0,East Coast,EXISTING,29,33,2094,2,11/9/10,11/17/10,145,137,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.03611457,0.878787879,4,M-L,Retained
HD,6,8,WA,0,5,A,4/3/11,4/7/11,10/15/10,FIXED_NA,1999,5,4,0.313,4/28/10,8/30/10,4,3,4/27/10,C,Pacific Northwest,5,PUBLIC,1,6,8,980,I,0.313,0,East Coast,EXISTING,16,19,1999,2,5/27/10,9/14/10,311,201,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.016326531,0.842105263,3,L,Retained
HD,7,8,Other,1,5,A,4/3/11,4/7/11,10/22/10,FR,1899,6,3,0.546,3/10/10,9/9/10,10,1,3/10/10,B,Other,5,PUBLIC,1,K,8,308,Other,0.182,0,East Coast,NEW,11,12,1899,2,4/15/10,10/5/10,353,180,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.035714286,0.916666667,1,S,Churned
HD,8,8,CA,0,5,A,4/3/11,4/8/11,10/22/10,FIXED_NA,2170,7,1,0.636,1/1/10,8/16/10,2,2,6/24/10,B,Southern California,5,PUBLIC,1,7,8,1050,M,0.273,0,East Coast,EXISTING,11,13,2170,1,9/13/10,9/13/10,202,202,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.01047619,0.846153846,2,L,Retained
HD,8,8,CA,0,6,A,4/3/11,4/8/11,10/15/10,FIXED_NA,1799,19,3,0.576,5/12/10,9/1/10,4,6,5/12/10,A,Northern California,5,PUBLIC,1,6,8,1000,Q,0.364,0,East Coast,EXISTING,33,39,1799,1,9/1/10,9/1/10,214,214,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.033,0.846153846,6,L,Retained
HD,6,8,WA,0,6,A,4/3/11,4/8/11,10/29/10,FIXED_NA,2150,14,1,0.56,1/26/10,9/3/10,1,3,1/9/10,B,Pacific Northwest,5,PUBLIC,1,K,8,550,K,0.28,0,East Coast,EXISTING,25,28,2150,1,9/28/10,9/28/10,187,187,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.045454545,0.892857143,3,S-M,Retained
HC,8,8,CA,0,6,A,4/3/11,4/8/11,10/1/10,FR,2368,33,5,0.635,3/18/10,8/18/10,5,5,3/17/10,B,Northern California,5,PUBLIC,1,6,8,1135,O,0.173,0,East Coast,EXISTING,52,57,2368,1,9/1/10,9/1/10,214,214,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.045814978,0.912280702,5,L,Retained
SK,7,7,WA,0,5,A,4/4/11,4/8/11,10/15/10,FIXED_NA,1950,8,0,0.471,5/13/10,8/31/10,1,2,5/8/10,A,Pacific Northwest,6,PUBLIC,1,6,7,580,P,0.294,0,Science,EXISTING,17,19,1950,2,6/8/10,9/21/10,300,195,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,1,0.029310345,0.894736842,2,M-L,Retained
HD,6,7,WA,0,5,A,4/4/11,4/8/11,10/31/10,FIXED_NA,1992,8,2,0.571,2/22/10,8/30/10,3,1,2/18/10,B,Pacific Northwest,5,PUBLIC,1,5,7,604,M,0.214,0,East Coast,EXISTING,14,15,1992,1,9/23/10,9/23/10,193,193,Middle,Middle,Middle->Middle,April,Elementary,Middle,Elementary->Middle,H,0,0.023178808,0.933333333,1,M-L,Retained
Other,11,12,CA,1,5,A,4/4/11,4/8/11,11/1/10,FIXED_NA,2319,9,3,0.692,3/26/10,8/23/10,4,1,3/26/10,FIXED_NA,Northern California,5,CHD,1,PK,12,1155,P,0.462,0,East Coast,NEW,13,14,2319,1,10/12/10,10/12/10,174,174,High,High,High->High,April,PK,High,PK->High,C,0,0.011255411,0.928571429,1,L,Churned
HD,8,8,MI,0,4,B,4/4/11,4/8/11,10/29/10,FIXED_NA,800,11,1,0.262,5/19/10,8/11/10,1,3,5/5/10,B,Other,10,PUBLIC,1,6,8,750,N,0.524,0,East Coast,NEW,42,45,800,1,9/21/10,9/21/10,195,195,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.056,0.933333333,3,M-L,Retained
HD,8,8,Other,0,4,B,4/5/11,4/8/11,10/31/10,CP,776,116,5,0.667,3/19/10,8/24/10,16,18,3/17/10,A,Other,5,PUBLIC,1,6,8,713,Q,0.092,1,East Coast,EXISTING,174,192,776,1,9/16/10,9/16/10,201,201,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.244039271,0.90625,18,M-L,Retained
HD,9,9,WA,0,5,A,4/5/11,4/9/11,10/1/10,FIXED_NA,2106,6,0,0.75,5/17/10,8/30/10,0,1,5/15/10,B,Pacific Northwest,5,PUBLIC,1,7,9,816,L,0,0,East Coast,EXISTING,8,9,2106,1,9/28/10,9/28/10,189,189,High,High,High->High,April,Middle,High,Middle->High,H,1,0.009803922,0.888888889,1,L,Churned
HD,8,8,CA,0,5,A,4/5/11,4/10/11,10/15/10,FR,2005,31,1,0.66,1/1/10,9/3/10,1,3,6/30/10,A,Northern California,5,PUBLIC,0,6,8,613,P,0.085,0,East Coast,EXISTING,47,50,2005,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.076672104,0.94,3,M-L,Retained
HD,10,12,Other,0,4,B,4/6/11,4/10/11,12/10/10,FIXED_NA,635,19,2,0.5,1/1/10,11/15/10,5,4,11/13/10,B,Other,2,PUBLIC,1,Other,12,2098,G,0.105,0,East Coast,NEW,38,42,635,1,11/18/10,11/18/10,139,139,High,High,High->High,April,Middle,High,Middle->High,H,0,0.018112488,0.904761905,4,L,Churned
HS,4,4,CA,0,1,A,4/8/11,4/8/11,11/12/10,FIXED_NA,470,4,0,0.333,1/1/10,9/16/10,0,1,9/11/10,FIXED_NA,Southern California,11,Private non-Christian,1,PK,8,105,P,0.167,0,CA History,NEW,12,13,470,1,9/28/10,9/28/10,192,192,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,1,0.114285714,0.923076923,1,S,Retained
HD,8,8,CA,0,5,A,4/8/11,4/13/11,10/15/10,FIXED_NA,1994,16,3,0.667,3/3/10,8/10/10,2,2,3/2/10,B,Northern California,5,PUBLIC,1,K,8,834,Q,0.125,0,East Coast,EXISTING,24,26,1994,1,9/14/10,9/14/10,206,206,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.028776978,0.923076923,2,L,Retained
HN,8,8,CA,0,5,A,4/9/11,4/13/11,10/22/10,FIXED_NA,2078,19,7,0.475,4/9/10,8/23/10,8,2,4/8/10,B,Southern California,5,PUBLIC,1,6,8,1015,K,0.225,0,East Coast,EXISTING,40,42,2078,2,5/20/10,9/16/10,324,205,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.039408867,0.952380952,2,L,Retained
HD,8,8,Other,0,4,A,4/9/11,4/13/11,11/17/10,FIXED_NA,1819,6,0,0.75,1/1/10,10/7/10,0,1,10/7/10,FIXED_NA,Other,7,CHD,1,FIXED_NA,0,0,FIXED_NA,0,0,East Coast,NEW,8,9,1819,1,10/20/10,10/20/10,171,171,Middle,Middle,Middle->Middle,April,Undefined,Undefined,Undefined->Undefined,H,1,0,0.888888889,1,FIXED_NA,Churned
HD,8,8,CA,0,5,A,4/9/11,4/13/11,11/19/10,FIXED_NA,2246,31,10,0.646,3/10/10,8/27/10,11,5,2/27/10,A,Northern California,5,PUBLIC,1,7,8,535,Q,0.271,0,East Coast,EXISTING,48,53,2246,1,9/28/10,9/28/10,193,193,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.089719626,0.905660377,5,S-M,Retained
HD,8,8,CA,0,5,A,4/9/11,4/13/11,11/19/10,FIXED_NA,1792,15,1,0.405,4/1/10,8/12/10,2,3,3/20/10,B,Northern California,5,PUBLIC,1,6,8,175,Q,0.216,0,East Coast,EXISTING,37,40,1792,2,8/31/10,10/6/10,221,185,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.211428571,0.925,3,S,Retained
HN,9,12,Other,1,5,A,4/9/11,4/13/11,10/8/10,FIXED_NA,2620,15,7,0.833,3/25/10,9/7/10,8,2,3/24/10,B,Other,5,PUBLIC,1,9,12,1300,O,0.222,0,East Coast,NEW,18,20,2620,2,5/27/10,9/16/10,317,205,High,High,High->High,April,High,High,High->High,H,0,0.013846154,0.9,2,L,Churned
HD,8,8,TX,0,6,A,4/9/11,4/14/11,10/8/10,FIXED_NA,1945,22,1,0.733,1/25/10,8/17/10,1,5,1/21/10,FIXED_NA,Houston,5,CHD,1,PK,8,426,Q,0.133,0,East Coast,EXISTING,30,35,1945,2,1/26/10,8/18/10,438,234,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.070422535,0.857142857,5,S-M,Retained
CD,7,8,CA,1,6,A,4/9/11,4/14/11,10/15/10,FIXED_NA,2075,17,3,0.63,2/22/10,8/19/10,5,3,2/23/10,FIXED_NA,Northern California,10,CHD,1,PK,12,350,K,0.037,1,East Coast,EXISTING,27,30,2075,1,8/26/10,8/26/10,226,226,Middle,Middle,Middle->Middle,April,PK,High,PK->High,C,0,0.077142857,0.9,3,S-M,Churned
HD,8,8,CA,0,7,A,4/9/11,4/15/11,11/1/10,FIXED_NA,2326,14,2,0.778,2/26/10,8/16/10,2,2,2/27/10,FIXED_NA,Northern California,1,Private non-Christian,1,K,8,211,O,0.222,0,East Coast,EXISTING,18,20,2326,1,8/19/10,8/19/10,233,233,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.085308057,0.9,2,S,Retained
HD,8,9,CA,0,5,A,4/10/11,4/14/11,10/1/10,FIXED_NA,1966,9,4,0.6,3/5/10,10/5/10,4,1,3/4/10,C,Southern California,10,PUBLIC,1,K,8,1149,M,0.2,0,East Coast,NEW,15,16,1966,2,4/20/10,9/15/10,355,207,Middle,High,Middle->High,April,K,Middle,K->Middle,H,0,0.01305483,0.9375,1,L,Retained
CD,8,8,WA,0,6,A,4/10/11,4/15/11,10/15/10,FIXED_NA,2048,12,1,0.857,3/19/10,9/10/10,1,1,3/19/10,FIXED_NA,Pacific Northwest,5,CHD,1,PK,12,350,F,0.214,1,East Coast,EXISTING,14,15,2048,1,9/22/10,9/22/10,200,200,Middle,Middle,Middle->Middle,April,PK,High,PK->High,C,1,0.04,0.933333333,1,S-M,Retained
CD,7,8,CA,1,6,A,4/10/11,4/15/11,10/1/10,FIXED_NA,1999,21,5,0.7,2/22/10,8/24/10,5,3,2/20/10,FIXED_NA,Northern California,5,CHD,1,PK,12,280,O,0.267,1,East Coast,EXISTING,30,33,1999,1,9/10/10,9/10/10,212,212,Middle,Middle,Middle->Middle,April,PK,High,PK->High,C,0,0.107142857,0.909090909,3,S,Churned
HD,8,8,CA,0,6,A,4/10/11,4/15/11,10/15/10,FIXED_NA,2567,5,1,0.313,5/7/10,8/25/10,1,2,5/7/10,FIXED_NA,Northern California,10,Catholic,0,K,8,162,O,0,0,East Coast,EXISTING,16,18,2567,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.098765432,0.888888889,2,S,Retained
HD,7,8,CA,0,5,A,4/10/11,4/15/11,11/10/10,FIXED_NA,1999,6,2,0.6,1/1/10,8/30/10,4,1,8/26/10,FIXED_NA,Southern California,5,Catholic,1,Other,8,280,G,0.1,0,East Coast,NEW,10,11,1999,1,9/14/10,9/14/10,208,208,Middle,Middle,Middle->Middle,April,Elementary,Middle,Elementary->Middle,H,0,0.035714286,0.909090909,1,S,Churned
HS,4,4,CA,0,1,A,4/11/11,4/11/11,11/30/10,CP,406,15,4,0.625,5/12/10,9/13/10,4,1,5/13/10,FIXED_NA,Southern California,4,CHD,0,PK,6,299,P,0.042,1,CA History,EXISTING,24,25,406,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,1,0.080267559,0.96,1,S,Retained
HS,4,4,CA,0,2,A,4/11/11,4/12/11,11/30/10,FIXED_NA,598,11,5,0.55,3/5/10,9/3/10,7,1,3/4/10,B,Southern California,4,PUBLIC,1,K,6,465,Q,0.05,0,CA History,NEW,20,21,598,1,5/4/10,5/4/10,342,342,Elementary,Elementary,Elementary->Elementary,April,K,Middle,K->Middle,H,1,0.043010753,0.952380952,1,S-M,Churned
HD,8,8,TX,0,5,A,4/11/11,4/15/11,6/1/10,FR,1875,21,2,0.6,2/1/10,2/1/10,2,3,1/29/10,FIXED_NA,Houston,10,CHD,1,PK,12,335,M,0.371,0,East Coast,EXISTING,35,38,1875,1,8/31/10,8/31/10,223,223,Middle,Middle,Middle->Middle,April,PK,High,PK->High,H,1,0.104477612,0.921052632,3,S,Retained
HD,8,8,TX,0,5,A,4/11/11,4/15/11,6/8/10,SA,1849,0,0,0,5/3/10,8/10/10,2,4,2/27/10,FIXED_NA,Houston,5,Catholic,1,PK,12,636,Q,0,1,East Coast,EXISTING,41,45,1849,1,8/27/10,8/27/10,227,227,Middle,Middle,Middle->Middle,April,PK,High,PK->High,H,1,0.064465409,0.911111111,4,M-L,Retained
CD,6,8,Other,1,5,B,4/11/11,4/15/11,10/9/10,FIXED_NA,824,24,4,0.48,2/22/10,9/16/10,3,4,2/19/10,FIXED_NA,Other,1,CHD,1,PK,8,104,P,0.36,1,East Coast,EXISTING,50,54,824,1,9/21/10,9/21/10,202,202,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,C,0,0.480769231,0.925925926,4,S,Churned
HD,8,8,Other,0,5,B,4/11/11,4/15/11,6/1/10,SA,942,0,0,0,2/8/10,2/8/10,1,4,2/5/10,FIXED_NA,Other,2,CHD,0,K,9,375,O,0,0,East Coast,EXISTING,37,41,942,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,K,High,K->High,H,1,0.098666667,0.902439024,4,S-M,Retained
HD,0,0,Other,0,6,A,4/11/11,4/16/11,10/5/10,FIXED_NA,2029,41,13,0.672,1/1/10,8/25/10,10,12,8/25/10,FIXED_NA,Other,7,CHD,1,FIXED_NA,0,0,FIXED_NA,0.016,0,East Coast,NEW,61,73,2029,1,9/1/10,9/1/10,222,222,Undefined,Undefined,Undefined->Undefined,April,Undefined,Undefined,Undefined->Undefined,H,0,0,0.835616438,12,FIXED_NA,Retained
Other,7,8,CA,0,3,A,4/12/11,4/14/11,11/8/10,FIXED_NA,1878,2,1,0.4,1/1/10,9/24/10,1,1,9/23/10,B,Southern California,5,PUBLIC,1,7,8,1470,Q,0.2,0,East Coast,NEW,5,6,1878,2,10/19/10,10/21/10,175,173,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.003401361,0.833333333,1,L,Churned
HD,8,8,MN,0,4,A,4/12/11,4/15/11,10/15/10,FR,1404,17,0,0.436,4/21/10,8/26/10,0,2,4/22/10,FIXED_NA,Other,10,Catholic,1,K,8,350,N,0.359,0,East Coast,EXISTING,39,41,1404,1,12/1/10,12/1/10,132,132,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.111428571,0.951219512,2,S-M,Retained
HD,8,8,Other,0,4,B,4/12/11,4/15/11,6/1/10,SA,689,0,0,0,5/19/10,5/19/10,4,8,5/18/10,FIXED_NA,Other,10,Private non-Christian,0,PK,12,830,Q,0,0,East Coast,EXISTING,72,80,689,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,PK,High,PK->High,H,1,0.086746988,0.9,8,L,Retained
